time,open,high,low,close,volume
2022-11-04 23:00:00,1641.93,1652.15,1649.92,1644.65,564.54005267
2022-11-05 00:00:00,1635.5,1666.94,1644.73,1657.93,1020.27421846
2022-11-05 01:00:00,1649.0,1658.83,1657.93,1654.03,1150.67160186
2022-11-05 02:00:00,1646.84,1655.33,1654.42,1648.91,1519.27285712
2022-11-05 03:00:00,1643.29,1654.59,1648.9,1647.28,704.18851057
2022-11-05 04:00:00,1643.75,1650.72,1646.95,1643.89,302.33475982
2022-11-05 05:00:00,1643.57,1649.56,1643.58,1646.91,191.43258603
2022-11-05 06:00:00,1645.9,1658.44,1646.68,1653.64,424.95378676
2022-11-05 07:00:00,1649.75,1654.69,1653.7,1651.4,231.73726161
2022-11-05 08:00:00,1637.66,1651.92,1651.2,1643.3,404.48309092
2022-11-05 09:00:00,1636.49,1645.29,1643.31,1640.6,425.44783977
2022-11-05 10:00:00,1638.61,1642.78,1640.55,1641.36,262.57221808
2022-11-05 11:00:00,1641.1,1698.38,1641.2,1649.75,2322.48565986
2022-11-05 12:00:00,1640.68,1650.55,1648.89,1640.96,444.75041798
2022-11-05 13:00:00,1632.15,1643.5,1641.46,1634.94,556.5055479
2022-11-05 14:00:00,1623.5,1639.09,1634.59,1629.28,598.72762814
2022-11-05 15:00:00,1627.78,1641.19,1629.27,1636.04,275.56267776
2022-11-05 16:00:00,1635.85,1642.84,1636.55,1637.26,284.80924088
2022-11-05 17:00:00,1632.0,1638.36,1637.26,1637.12,241.64226312
2022-11-05 18:00:00,1624.5,1637.52,1637.12,1629.81,361.29968054
2022-11-05 19:00:00,1628.17,1633.33,1629.84,1632.55,121.66801102
2022-11-05 20:00:00,1628.85,1634.0,1632.45,1631.5,167.57504732
2022-11-05 21:00:00,1629.13,1634.44,1631.5,1632.93,286.72844086
2022-11-05 22:00:00,1629.51,1635.06,1633.06,1634.61,346.42681805
2022-11-05 23:00:00,1621.31,1634.16,1633.97,1626.93,381.58125273
2022-11-06 00:00:00,1623.21,1633.74,1626.28,1629.42,371.52565906
2022-11-06 01:00:00,1614.3,1633.09,1629.96,1614.3,348.99670379
2022-11-06 02:00:00,1612.86,1620.71,1614.3,1617.15,310.23085077
2022-11-06 03:00:00,1612.37,1622.2,1616.89,1620.76,293.78024613
2022-11-06 04:00:00,1617.68,1622.47,1620.24,1619.74,131.31757455
2022-11-06 05:00:00,1614.22,1620.94,1619.83,1615.61,234.23479122
2022-11-06 06:00:00,1614.59,1618.14,1617.8,1617.23,206.84747956
2022-11-06 07:00:00,1614.77,1623.68,1617.0,1622.86,116.01269647
2022-11-06 08:00:00,1621.52,1638.77,1622.86,1631.29,453.32075377
2022-11-06 09:00:00,1627.5,1634.75,1631.26,1627.56,243.28427048
2022-11-06 10:00:00,1626.02,1630.74,1628.06,1628.67,152.58307474
2022-11-06 11:00:00,1608.75,1629.14,1628.16,1620.87,471.33770755
2022-11-06 12:00:00,1616.29,1625.49,1620.32,1618.36,225.55873102
2022-11-06 13:00:00,1616.17,1623.16,1618.74,1621.74,263.22529702
2022-11-06 14:00:00,1617.84,1631.24,1620.86,1626.9,408.92415537
2022-11-06 15:00:00,1623.5,1634.75,1626.99,1623.95,365.00464661
2022-11-06 16:00:00,1609.0,1626.05,1623.65,1622.41,999.48997601
2022-11-06 17:00:00,1612.84,1622.68,1621.98,1615.72,536.33524195
2022-11-06 18:00:00,1603.21,1615.8,1615.02,1610.26,756.09349604
2022-11-06 19:00:00,1604.56,1613.17,1610.46,1609.82,396.95840361
2022-11-06 20:00:00,1605.0,1612.07,1609.66,1612.07,311.27311096
2022-11-06 21:00:00,1602.9,1612.9,1612.07,1603.32,459.89935906
2022-11-06 22:00:00,1590.13,1607.82,1603.32,1601.75,941.99878975
2022-11-06 23:00:00,1563.41,1603.79,1601.14,1568.84,1985.41045138
2022-11-07 00:00:00,1564.38,1580.42,1567.83,1573.33,1643.91432724
2022-11-07 01:00:00,1567.88,1585.0,1573.01,1582.36,1527.47883121
2022-11-07 02:00:00,1581.78,1595.51,1582.27,1592.57,739.97371414
2022-11-07 03:00:00,1583.56,1591.81,1591.81,1587.16,838.9136197
2022-11-07 04:00:00,1576.35,1587.97,1586.78,1587.53,378.35760146
2022-11-07 05:00:00,1584.49,1594.51,1587.74,1587.83,287.93500898
2022-11-07 06:00:00,1574.35,1589.7,1587.83,1575.33,612.22363221
2022-11-07 07:00:00,1546.46,1575.89,1575.04,1550.5,1140.20326295
2022-11-07 08:00:00,1546.27,1570.01,1549.28,1568.16,819.22452988
2022-11-07 09:00:00,1563.87,1575.57,1568.16,1564.43,749.15902757
2022-11-07 10:00:00,1564.12,1583.94,1564.12,1578.8,923.34813053
2022-11-07 11:00:00,1575.69,1582.19,1578.69,1579.73,425.30418118
2022-11-07 12:00:00,1576.58,1586.88,1579.78,1584.86,1006.07316675
2022-11-07 13:00:00,1575.55,1589.48,1584.86,1580.24,1331.19809373
2022-11-07 14:00:00,1567.5,1584.76,1580.4,1572.63,2589.2653101
2022-11-07 15:00:00,1572.36,1593.31,1572.78,1592.26,2913.1139592
2022-11-07 16:00:00,1577.93,1597.32,1592.26,1579.25,1680.11036033
2022-11-07 17:00:00,1577.03,1585.77,1579.03,1585.33,854.99698862
2022-11-07 18:00:00,1585.55,1594.47,1585.55,1588.83,571.76039164
2022-11-07 19:00:00,1588.28,1608.11,1588.83,1601.12,1270.55726382
2022-11-07 20:00:00,1598.75,1607.17,1602.07,1601.67,842.24700502
2022-11-07 21:00:00,1574.0,1604.2,1601.23,1575.64,671.74279519
2022-11-07 22:00:00,1545.7,1574.75,1574.42,1559.63,1010.40291011
2022-11-07 23:00:00,1559.34,1569.82,1559.34,1568.3,1424.45469834
2022-11-08 00:00:00,1558.75,1574.39,1568.26,1561.39,1243.86472597
2022-11-08 01:00:00,1559.7,1576.72,1562.06,1571.34,565.91795993
2022-11-08 02:00:00,1536.5,1575.17,1572.18,1538.49,1056.5211364
2022-11-08 03:00:00,1503.0,1545.71,1538.04,1510.58,2312.6769749
2022-11-08 04:00:00,1456.77,1514.62,1507.19,1464.22,2987.44156566
2022-11-08 05:00:00,1432.0,1475.8,1464.32,1468.36,3083.94598163
2022-11-08 06:00:00,1466.54,1490.47,1468.76,1485.48,966.68277909
2022-11-08 07:00:00,1476.65,1497.93,1484.89,1492.71,824.34375187
2022-11-08 08:00:00,1481.47,1492.9,1492.03,1486.66,1120.01529134
2022-11-08 09:00:00,1479.0,1494.74,1485.81,1489.82,1319.34883184
2022-11-08 10:00:00,1476.5,1490.01,1489.66,1479.31,1134.60783969
2022-11-08 11:00:00,1468.91,1486.22,1479.7,1476.32,2020.2701822
2022-11-08 12:00:00,1471.8,1487.37,1475.86,1479.02,1319.21114424
2022-11-08 13:00:00,1457.0,1479.55,1479.23,1462.0,1693.7824675
2022-11-08 14:00:00,1423.7,1474.48,1462.23,1444.1,3720.95976406
2022-11-08 15:00:00,1426.5,1462.79,1444.17,1462.05,2137.95721524
2022-11-08 16:00:00,1454.5,1580.0,1462.47,1545.17,2986.27229508
2022-11-08 17:00:00,1443.8,1554.27,1545.63,1447.41,2480.98026239
2022-11-08 18:00:00,1345.64,1468.25,1448.19,1345.67,3703.68035566
2022-11-08 19:00:00,1216.95,1361.69,1345.67,1315.7,5536.43308739
2022-11-08 20:00:00,1275.81,1339.27,1314.63,1311.6,3498.91068061
2022-11-08 21:00:00,1300.0,1340.24,1310.38,1335.77,2112.5355502
2022-11-08 22:00:00,1308.45,1337.22,1335.43,1317.81,563.54644243
2022-11-08 23:00:00,1313.36,1343.81,1317.57,1334.26,1525.52013291
2022-11-09 00:00:00,1315.54,1336.97,1333.92,1317.66,1758.72033656
2022-11-09 01:00:00,1312.43,1331.04,1317.65,1317.2,1743.36596656
2022-11-09 02:00:00,1293.0,1328.85,1317.4,1295.48,1677.54353863
2022-11-09 03:00:00,1282.73,1314.48,1294.85,1312.33,1547.09836982
2022-11-09 04:00:00,1301.0,1318.86,1312.58,1304.26,1686.24422838
2022-11-09 05:00:00,1285.5,1316.07,1304.26,1302.63,1334.72929954
2022-11-09 06:00:00,1293.0,1309.3,1303.03,1294.34,1639.42297656
2022-11-09 07:00:00,1266.5,1299.05,1295.29,1274.12,1931.45705752
2022-11-09 08:00:00,1250.33,1276.35,1274.13,1263.53,2425.54854335
2022-11-09 09:00:00,1196.53,1263.68,1263.25,1215.8,4029.12024342
2022-11-09 10:00:00,1137.48,1228.52,1214.82,1194.21,5150.82193855
2022-11-09 11:00:00,1177.01,1225.49,1194.4,1220.06,2530.87863528
2022-11-09 12:00:00,1212.52,1249.0,1219.35,1227.21,2888.10486573
2022-11-09 13:00:00,1193.76,1235.36,1227.68,1214.53,2941.79588127
2022-11-09 14:00:00,1189.39,1245.42,1214.27,1226.15,2401.84551763
2022-11-09 15:00:00,1147.71,1242.41,1226.92,1164.13,5052.01180746
2022-11-09 16:00:00,1148.9,1198.96,1163.46,1174.71,4204.18597516
2022-11-09 17:00:00,1153.19,1186.57,1173.85,1167.94,2336.19652884
2022-11-09 18:00:00,1143.45,1178.27,1169.03,1163.95,2338.34784472
2022-11-09 19:00:00,1162.44,1206.36,1164.12,1196.68,2530.83431198
2022-11-09 20:00:00,1148.0,1200.66,1195.57,1166.93,2518.86881477
2022-11-09 21:00:00,1102.5,1166.11,1166.11,1106.13,5195.9017519
2022-11-09 22:00:00,1100.56,1132.31,1105.88,1117.8,1924.66572549
2022-11-09 23:00:00,1073.2,1124.7,1117.42,1103.12,4529.29139602
2022-11-10 00:00:00,1086.03,1146.89,1102.96,1146.43,3434.90264387
2022-11-10 01:00:00,1129.89,1163.94,1145.54,1138.42,3118.61965183
2022-11-10 02:00:00,1127.5,1150.0,1137.89,1149.89,2392.3168642
2022-11-10 03:00:00,1146.15,1185.04,1150.36,1174.6,2921.66909915
2022-11-10 04:00:00,1159.51,1182.05,1174.22,1176.03,1715.71216639
2022-11-10 05:00:00,1175.97,1200.15,1176.25,1187.36,1738.32450442
2022-11-10 06:00:00,1174.4,1195.16,1187.21,1176.39,2051.01689176
2022-11-10 07:00:00,1172.16,1204.73,1176.34,1189.98,2836.04932092
2022-11-10 08:00:00,1175.65,1219.27,1190.21,1215.85,1779.54655719
2022-11-10 09:00:00,1185.61,1219.27,1216.29,1198.7,2120.06055268
2022-11-10 10:00:00,1175.87,1205.35,1198.62,1181.94,2096.44504504
2022-11-10 11:00:00,1176.89,1196.16,1180.68,1186.54,1977.25409072
2022-11-10 12:00:00,1185.41,1231.34,1186.23,1215.37,2383.68683724
2022-11-10 13:00:00,1197.04,1322.2,1214.82,1300.12,3335.9884291
2022-11-10 14:00:00,1276.42,1327.8,1298.99,1324.07,2930.12531789
2022-11-10 15:00:00,1305.25,1347.17,1324.68,1321.25,2004.12861349
2022-11-10 16:00:00,1306.74,1350.11,1322.17,1321.13,1429.59266965
2022-11-10 17:00:00,1248.63,1322.96,1321.54,1259.51,2360.46269302
2022-11-10 18:00:00,1253.0,1287.53,1259.23,1274.05,1733.46983962
2022-11-10 19:00:00,1267.0,1297.09,1274.07,1291.45,1539.29115799
2022-11-10 20:00:00,1284.48,1339.69,1292.46,1334.89,3400.11778788
2022-11-10 21:00:00,1315.81,1344.1,1335.16,1325.51,2270.29791588
2022-11-10 22:00:00,1307.96,1329.74,1324.72,1324.15,799.37556651
2022-11-10 23:00:00,1287.0,1327.23,1324.37,1299.11,1336.57304333
2022-11-11 00:00:00,1283.5,1306.04,1299.2,1298.33,1751.74953191
2022-11-11 01:00:00,1256.03,1308.93,1297.22,1262.02,2220.3131197
2022-11-11 02:00:00,1242.5,1271.58,1261.9,1250.69,1916.20581292
2022-11-11 03:00:00,1220.51,1254.74,1252.06,1238.72,1514.2533847
2022-11-11 04:00:00,1227.0,1248.94,1238.01,1234.84,1246.73378682
2022-11-11 05:00:00,1231.58,1276.1,1234.23,1265.68,1625.90913302
2022-11-11 06:00:00,1249.0,1275.6,1265.73,1264.53,1582.71664379
2022-11-11 07:00:00,1254.5,1288.18,1264.45,1276.66,1684.19053191
2022-11-11 08:00:00,1268.0,1294.67,1276.26,1281.0,1051.82349796
2022-11-11 09:00:00,1271.64,1288.29,1281.73,1279.17,1584.33007153
2022-11-11 10:00:00,1264.5,1284.09,1279.55,1277.48,1625.98242042
2022-11-11 11:00:00,1269.3,1292.93,1277.5,1276.0,1435.18515619
2022-11-11 12:00:00,1267.9,1292.93,1275.6,1290.23,1425.31452637
2022-11-11 13:00:00,1280.18,1309.59,1290.92,1283.52,1095.70065023
2022-11-11 14:00:00,1200.5,1300.71,1282.34,1261.01,5340.10486813
2022-11-11 15:00:00,1240.58,1280.44,1261.0,1260.94,1961.17126542
2022-11-11 16:00:00,1232.74,1264.52,1259.89,1249.41,1470.20220438
2022-11-11 17:00:00,1247.4,1278.76,1248.07,1274.0,1251.10488063
2022-11-11 18:00:00,1261.27,1286.78,1274.04,1264.55,1466.29419276
2022-11-11 19:00:00,1248.6,1278.24,1264.99,1273.9,2698.27223363
2022-11-11 20:00:00,1237.5,1275.75,1274.64,1243.95,1994.65259981
2022-11-11 21:00:00,1245.13,1276.0,1245.57,1270.27,2302.41088918
2022-11-11 22:00:00,1267.11,1285.66,1271.05,1280.59,840.62690322
2022-11-11 23:00:00,1271.5,1296.01,1280.81,1287.81,1122.22298919
2022-11-12 00:00:00,1269.0,1292.11,1290.14,1276.17,1111.2864009
2022-11-12 01:00:00,1265.26,1280.13,1275.33,1272.7,775.95017629
2022-11-12 02:00:00,1270.2,1290.19,1272.0,1277.21,604.48520396
2022-11-12 03:00:00,1253.81,1279.02,1277.27,1259.64,1037.73048241
2022-11-12 04:00:00,1251.5,1268.68,1258.99,1257.48,1116.08804744
2022-11-12 05:00:00,1238.79,1258.38,1257.64,1246.04,789.62680364
2022-11-12 06:00:00,1244.22,1268.56,1245.72,1260.5,427.54656468
2022-11-12 07:00:00,1260.51,1276.77,1261.29,1266.41,704.28726436
2022-11-12 08:00:00,1249.87,1270.57,1266.62,1261.64,660.41650098
2022-11-12 09:00:00,1256.43,1268.06,1261.42,1262.32,964.47389001
2022-11-12 10:00:00,1256.71,1274.6,1262.0,1260.72,1185.32803026
2022-11-12 11:00:00,1252.0,1265.04,1259.44,1260.78,1151.09270922
2022-11-12 12:00:00,1253.0,1269.83,1260.73,1269.19,1048.14139769
2022-11-12 13:00:00,1258.16,1268.69,1268.69,1265.71,923.99235765
2022-11-12 14:00:00,1259.68,1285.2,1265.92,1276.05,1358.41406019
2022-11-12 15:00:00,1270.89,1282.65,1277.71,1275.37,796.98769505
2022-11-12 16:00:00,1267.41,1278.12,1275.05,1270.74,960.25179316
2022-11-12 17:00:00,1267.83,1276.15,1270.08,1273.17,593.27473347
2022-11-12 18:00:00,1263.11,1273.98,1273.27,1269.37,718.07800816
2022-11-12 19:00:00,1264.18,1270.39,1268.78,1268.89,249.26312812
2022-11-12 20:00:00,1264.62,1268.8,1267.38,1265.91,447.24171563
2022-11-12 21:00:00,1251.99,1266.43,1265.42,1256.97,642.2050405
2022-11-12 22:00:00,1255.77,1264.03,1257.05,1259.51,455.7233269
2022-11-12 23:00:00,1248.0,1260.95,1259.75,1257.31,678.32725124
2022-11-13 00:00:00,1253.84,1267.06,1257.08,1260.18,797.77261914
2022-11-13 01:00:00,1258.99,1268.79,1260.16,1265.49,716.06066513
2022-11-13 02:00:00,1261.0,1268.05,1265.15,1268.05,630.73817898
2022-11-13 03:00:00,1264.95,1274.23,1267.22,1272.32,594.80456795
2022-11-13 04:00:00,1264.38,1273.83,1272.79,1266.23,489.06158796
2022-11-13 05:00:00,1264.39,1268.35,1266.37,1264.47,203.97882659
2022-11-13 06:00:00,1245.5,1265.32,1264.0,1245.86,981.11670078
2022-11-13 07:00:00,1229.92,1256.01,1245.0,1251.02,1300.27116344
2022-11-13 08:00:00,1222.45,1253.31,1250.09,1231.8,1294.94846683
2022-11-13 09:00:00,1214.67,1233.85,1230.89,1225.62,1670.59029926
2022-11-13 10:00:00,1222.0,1235.87,1225.28,1229.85,1013.73333964
2022-11-13 11:00:00,1227.0,1247.53,1230.04,1240.15,758.34984948
2022-11-13 12:00:00,1235.0,1243.41,1240.0,1237.29,771.86597207
2022-11-13 13:00:00,1233.37,1248.44,1236.84,1241.18,691.34158567
2022-11-13 14:00:00,1236.31,1244.78,1241.04,1239.25,675.24571936
2022-11-13 15:00:00,1224.0,1240.83,1239.25,1230.62,625.70481754
2022-11-13 16:00:00,1226.23,1236.87,1230.17,1232.87,787.78680717
2022-11-13 17:00:00,1219.74,1232.55,1232.54,1227.96,548.52011236
2022-11-13 18:00:00,1215.91,1231.84,1228.43,1225.68,624.32249786
2022-11-13 19:00:00,1222.64,1232.28,1225.51,1228.76,570.86307722
2022-11-13 20:00:00,1217.41,1231.18,1228.42,1218.88,853.36325627
2022-11-13 21:00:00,1200.99,1236.86,1218.42,1217.4,1355.0518751
2022-11-13 22:00:00,1215.5,1229.83,1216.91,1228.01,722.09660943
2022-11-13 23:00:00,1217.0,1228.84,1227.94,1221.34,1373.67706793
2022-11-14 00:00:00,1193.0,1230.33,1221.34,1206.51,2016.20722477
2022-11-14 01:00:00,1180.87,1211.72,1206.26,1189.69,2424.05763621
2022-11-14 02:00:00,1171.5,1196.14,1189.33,1193.59,2315.51988407
2022-11-14 03:00:00,1186.05,1198.76,1193.33,1193.0,1525.66738158
2022-11-14 04:00:00,1176.0,1193.57,1193.29,1185.24,1018.40727146
2022-11-14 05:00:00,1175.08,1189.09,1184.78,1181.56,1027.62878002
2022-11-14 06:00:00,1177.8,1242.71,1181.56,1236.49,2136.57275296
2022-11-14 07:00:00,1226.0,1262.02,1236.82,1260.01,1852.53603181
2022-11-14 08:00:00,1257.09,1275.6,1260.01,1261.27,1562.71487525
2022-11-14 09:00:00,1251.31,1263.97,1261.52,1257.02,1304.71771892
2022-11-14 10:00:00,1252.5,1263.79,1257.02,1261.07,1322.06723277
2022-11-14 11:00:00,1251.88,1269.57,1261.16,1252.26,1201.86657184
2022-11-14 12:00:00,1243.5,1267.18,1252.64,1264.58,1284.35667331
2022-11-14 13:00:00,1242.39,1291.07,1263.99,1259.81,2107.8238787
2022-11-14 14:00:00,1235.39,1263.53,1259.63,1251.76,1172.49538619
2022-11-14 15:00:00,1236.0,1255.48,1251.76,1245.17,1080.43347209
2022-11-14 16:00:00,1226.82,1249.64,1245.27,1231.15,1365.92038401
2022-11-14 17:00:00,1227.35,1244.35,1230.89,1240.96,1145.64293977
2022-11-14 18:00:00,1236.0,1246.34,1241.09,1243.24,771.02888127
2022-11-14 19:00:00,1210.32,1243.48,1242.69,1214.93,1436.62134773
2022-11-14 20:00:00,1210.37,1222.79,1215.65,1215.83,1143.44598882
2022-11-14 21:00:00,1214.28,1228.68,1216.01,1227.54,1543.93959373
2022-11-14 22:00:00,1212.32,1228.87,1227.33,1219.68,1124.91275999
2022-11-14 23:00:00,1219.57,1249.95,1219.78,1243.2,1535.35987177
2022-11-15 00:00:00,1239.0,1253.97,1243.5,1241.0,1417.47454026
2022-11-15 01:00:00,1235.97,1262.95,1241.19,1258.09,1334.45903704
2022-11-15 02:00:00,1256.0,1266.05,1258.09,1259.95,1387.24214738
2022-11-15 03:00:00,1254.27,1266.65,1260.12,1256.88,810.29592076
2022-11-15 04:00:00,1252.5,1260.43,1256.85,1258.18,804.91838689
2022-11-15 05:00:00,1247.22,1262.87,1258.18,1248.49,611.90806744
2022-11-15 06:00:00,1247.88,1257.66,1247.88,1257.66,644.25505482
2022-11-15 07:00:00,1255.42,1273.63,1257.32,1266.54,1116.23240088
2022-11-15 08:00:00,1263.5,1279.14,1266.51,1274.31,1429.85956952
2022-11-15 09:00:00,1256.0,1278.05,1274.53,1260.29,797.77751263
2022-11-15 10:00:00,1254.5,1267.05,1261.42,1266.88,802.30810935
2022-11-15 11:00:00,1256.0,1272.59,1266.8,1259.97,883.69732144
2022-11-15 12:00:00,1257.68,1268.56,1260.36,1267.32,897.91447653
2022-11-15 13:00:00,1266.04,1291.29,1267.44,1278.12,1008.2231843
2022-11-15 14:00:00,1259.38,1278.89,1278.09,1267.65,1168.48900111
2022-11-15 15:00:00,1262.0,1275.72,1267.85,1264.18,1410.11045762
2022-11-15 16:00:00,1260.0,1270.57,1264.15,1268.27,1365.7324378
2022-11-15 17:00:00,1263.76,1274.36,1268.47,1267.8,1410.54122936
